Building Name,Address,URL,Type,Completion,Title,No. of Floors,Passenger Lift,Cargo Lift,Car Park,Loading Area,Cargo,Management Fee (Approx. per sq. ft.),Ceiling Height(Approx.),Floor Remark,Air Conditioning,Transport,Management Company,Air Conditioning Opening Times,Total Area,Grade,Raised Floor
Golden Ind Bldg,16-26 Kwai Tak Street,https://www.midlandici.com.hk/ics/property/building/details/B000019467/Golden-Ind-Bldg?lang=english,Industrial,1983,Spin-Off,14,2,8,,,,"@0.65
            (Information: Year 2020)","Floor 10-14 - 10 ft, 11 in
Floor 5-9 - 10 ft, 11 in
Floor 2-4 - 10 ft, 11 in
Floor G - 19 ft, 5 in
Floor 1 - 18 ft, 9 in",Not including Ground Floor,,,裕林物業管理有限公司,,,,
Goldfield Ind Bldg (2),144-150 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000019481/Goldfield-Ind-Bldg--2-?lang=english,Industrial,1978,Spin-Off,25,,,,,,"@0.93
            (Information: Year 2021)",,Not including Ground Floor and Roof,,,,,,,
Grand Ind Bldg,159-165 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000019528/Grand-Ind-Bldg?lang=english,Industrial,1972,Spin-Off,12,,,,,,,,Not including Basement and Ground Floor,,,,,,,
Henry Ctr,131 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000019796/Henry-Ctr?lang=english,Industrial,1991,Spin-Off,25,,,,,,"@1.5
            (Information: Year 2021)",,Not including Ground Floor,,Bus and Minibus,,,,,
Hk Worsted Mills Ind Bldg,31-39 Wo Tong Tsui Street,https://www.midlandici.com.hk/ics/property/building/details/B000007353/Hk-Worsted-Mills-Ind-Bldg?lang=english,Industrial,1983,Spin-Off,24,2,4,,,,"1.77
            (Information: Year 2020)","Floor 16-24 - 10 ft, 6 in
Floor 7-15 - 10 ft, 6 in
Floor 1-2 - 11 ft, 6 in
Floor G - 18 ft, 0 in
Floor UG - 12 ft, 6 in
Floor 3-6 - 10 ft, 6 in",Not including Ground Floor,Independent,Close to Kwai Hing MTR Station,,,,,
Hou Feng Ind Bldg,1-5 Wing Kin Road,https://www.midlandici.com.hk/ics/property/building/details/B000020140/Hou-Feng-Ind-Bldg?lang=english,Industrial,1982,Spin-Off,22,,,,,,"@0.82
            (Information: Year 2021)",,Not including Ground Floor,,,,,,,
Icity Tower 1,111 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000104584/Icity-Tower-1?lang=english,Industrial,2023,Spin-Off,21,,,,,,"@3.00
            (Information: Year 2022)","Floor 1-9 - 13 ft, 9 in
Floor 10-21 - 13 ft, 9 in","G/F-22/F(4/F, 13/F and 14/F are omitted)  
            
              * Basement(Carpark)",---,,SMART CONCIERGE,,,,
Kam Bun Ind Bldg,13-19 Kwai Wing Road,https://www.midlandici.com.hk/ics/property/building/details/B000020449/Kam-Bun-Ind-Bldg?lang=english,Industrial,1972,Spin-Off,9,1,1,,,,,,Not including Ground Floor,,,錦濱工業大廈業主立案法團,,,,
Kin Hing Ind Bldg,17-23 Shek Kin Street,https://www.midlandici.com.hk/ics/property/building/details/B000020676/Kin-Hing-Ind-Bldg?lang=english,Industrial,1971,Spin-Off,19,,,,,,"@0.72
            (Information: Year 2021)",,"Not including 2nd Lower Ground Floor, 1st Lower Ground Floor and Ground Floor",,,,,,,
Kingsford Ind Bldg (1),26-32 Kwai Hei Street,https://www.midlandici.com.hk/ics/property/building/details/B000020771/Kingsford-Ind-Bldg--1-?lang=english,Industrial,1978,Spin-Off,26,2,7,,,,"@0.63
            (Information: Year 2021)",,Not including Ground Floor and Roof,,Close to Kwai Fong MTR Station,,,,,
Kingsford Ind Bldg (2),26-32 Kwai Hei Street,https://www.midlandici.com.hk/ics/property/building/details/B000059864/Kingsford-Ind-Bldg--2-?lang=english,Industrial,1978,Spin-Off,26,2,7,,,,"@0.66
            (Information: Year 2021)",,Not including Ground Floor,,---,,,,,
Kong Sheng Fty Bldg,75-87 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000020836/Kong-Sheng-Fty-Bldg?lang=english,Industrial,1964,Spin-Off,4,,3,,,,,"Lower Ground Floor: 14ft
Ground Floor: 15ft
2nd Floor to 4th Floor: 12ft",Not including Lower Ground Floor and Ground Floor,,,,,,,
Koon Wo Ind Bldg,63-75 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000020853/Koon-Wo-Ind-Bldg?lang=english,Industrial,1981,Spin-Off,23,1,5,,,,"@0.88
            (Information: Year 2021)",,Not including Ground Floor,,,冠來有限公司,,,,
Kwai Cheong Ctr,40-52 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000007030/Kwai-Cheong-Ctr?lang=english,Industrial,1993,Spin-Off,15,2,3,,,,"@2.75
            (Information: Year 2021)","(Floor to Floor Height)
G/F: approx.18ft (5.5M)
1/F: approx.16 ft 4 in. (5M)
2/F: approx.14 ft 9 in. (4.5M)
3/F: approx.13 ft 9 in. (4.2M)
4-15/F & Roof plan: approx.13 ft 1 in. (4M)",Not including Ground Floor,Independent,"Close to Kwai Hing MTR Station, Bus and Minibus",,,,,
Kwai Shun Ind Ctr,51-63 Container Port Road,https://www.midlandici.com.hk/ics/property/building/details/B000007031/Kwai-Shun-Ind-Ctr?lang=english,Industrial,1979,Spin-Off,12,2,8,,,,"@0.9
            (Information: Year 2020)","G/F: 17ft 1in
1/F - 3/F: 10ft 6in
4/F - 12/F: 10ft 7in",Not including Ground Floor,,"Close to Kwai Fong MTR Station, Bus and Minibus",康業,,,,
Kwai Tak Ind Ctr (1),15-33 Kwai Tak Street,https://www.midlandici.com.hk/ics/property/building/details/B000007796/Kwai-Tak-Ind-Ctr--1-?lang=english,Industrial,1978,Spin-Off,11,2,6,,,,"@1.1
            (Information: Year 2022)",,Not including Ground Floor and Roof,,,,,,,
Kwai Tak Ind Ctr (2),15-33 Kwai Tak Street,https://www.midlandici.com.hk/ics/property/building/details/B000007797/Kwai-Tak-Ind-Ctr--2-?lang=english,Industrial,1978,Spin-Off,11,2,6,,,,"@0.8
            (Information: Year 2022)",,Not including Ground Floor and Roof,,,佳定物業管理有限公司,,,,
Kwai Wan Ind Bldg,2 Wing Kin Road,https://www.midlandici.com.hk/ics/property/building/details/B000020949/Kwai-Wan-Ind-Bldg?lang=english,Industrial,1981,Spin-Off,22,,,,,,"@0.85
            (Information: Year 2022)","Floor 14-22 - 10 ft, 6 in
Floor 7-13 - 10 ft, 6 in
Floor 1-6 - 10 ft, 6 in
Floor G - 17 ft, 2 in",Not including Ground Floor,,,,,,,
Kwai Wu Ind Bldg,85-89 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000020953/Kwai-Wu-Ind-Bldg?lang=english,Industrial,1992,Spin-Off,17,1,2,,,,"@1.3
            (Information: Year 2021)","Floor 11-16 - 12 ft, 4 in
Floor 6-10 - 12 ft, 4 in
Floor G - 16 ft, 0 in
Floor 1-2 - 13 ft, 9 in
Floor 3-5 - 12 ft, 4 in",Not including Ground Floor,,,港基物業管理有限公司,,,,
Lmk Development Estate,10-16 Kwai Ting Road,https://www.midlandici.com.hk/ics/property/building/details/B000021053/Lmk-Development-Estate?lang=english,Industrial,1972,Spin-Off,14,1,2,,,,,"Ground Floor: 13ft 2in
1st Floor to 2nd Floor: 10ft5in
3rd Floor: 10ft 11in
4th Floor to 14th Floor: 10ft5in",Not including Ground Floor and Roof,,"Close to Kwai Hing MTR Station, Bus and Minibus",,,,,
Mai Luen Ind Bldg,23-31 Kung Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000021607/Mai-Luen-Ind-Bldg?lang=english,Industrial,1978,Spin-Off,24,3,6,,,,"@0.82
            (Information: Year 2021)",,"Not including Ground Floor and Mezzanin
            
              *#Refuge floor at 10/F",Independent,"Close to Kwai Hing MTR Station, Bus and Minibus",,,,,
Mai Shun Ind Bldg,18-24 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000021611/Mai-Shun-Ind-Bldg?lang=english,Industrial,1972,Spin-Off,25,1,4,,,,"@0.52
            (Information: Year 2021)",,Not including Ground Floor and Mezzanine Floor,Independent,Close to Kwai Hing MTR Station and Kwai Fong MTR Station,,,,,
Mai Wah Ind Bldg,1-7 Wah Sing Street,https://www.midlandici.com.hk/ics/property/building/details/B000021615/Mai-Wah-Ind-Bldg?lang=english,Industrial,1973,Spin-Off,22,2,5,,,,"@0.5
            (Information: Year 2022)",,Not including Ground Floor and Mezzanine Floor,,"Close to MTR Station, Bus and Minibus",,,,,
Mai Wo Ind Bldg,90-98 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000021616/Mai-Wo-Ind-Bldg?lang=english,Industrial,1971,Spin-Off,15,,2,,,,"@1.2
            (Information: Year 2021)",1/F-15/F: 10ft 6in,Not including Ground Floor and Mezzanine Floor,,Close to Kwai Hing MTR Station and Kwai Fong MTR Station,新城市物業管理有限公司,,,,
Man Lee Ind Bldg,13 Kin Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000021665/Man-Lee-Ind-Bldg?lang=english,Industrial,1981,Spin-Off,14,,,,,,"@1.1
            (Information: Year 2021)",,"Not including Lower Ground Floor, Ground Floor and Car Parks Ground Floor",,,萬利工業大廈業主立案法團,,,,
Man Shing Ind Bldg,307-311 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000021679/Man-Shing-Ind-Bldg?lang=english,Industrial,1988,Spin-Off,26,1,3,,,,"@1.35
            (Information: Year 2021)",,Not including Ground Floor,Independent,,,,,,
Mapletree Logistics Hub Tsing Yi,30 Tsing Yi Road,https://www.midlandici.com.hk/ics/property/building/details/B000080523/Mapletree-Logistics-Hub-Tsing-Yi?lang=english,Godown,2016,Unified,11,3,2,,,,"1.65
            (Information: Year 2020)","Floor 7-10 - 18 ft, 0 in
Floor G - 19 ft, 6 in
Floor 1-6 - 18 ft, 0 in",Not including Ground Floor and Roof,---,,,,,,
Mei Kei Ind Bldg,30-40 Wing Lap Street,https://www.midlandici.com.hk/ics/property/building/details/B000021831/Mei-Kei-Ind-Bldg?lang=english,Industrial,1980,Spin-Off,21,1,2,,,,,,Not including Ground Floor and Penthouse,,,,,,,
Mita Ctr,552-566 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000021936/Mita-Ctr?lang=english,Industrial,1982,Spin-Off,16,3,10,,,,"@1.8
            (Information: Year 2022)","G/F & 1/F: 5.5M/18 ft
2-16/F: 3.65M/12 ft",Not including Ground Floor,Central,"Close to MTR Station, Bus, Minibus and Taxi",Jones Lang Lasalle Management Services Ltd,,,,
Park Sun Bldg,103-107 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000022478/Park-Sun-Bldg?lang=english,Industrial,1973,Unified,13,1,3,,,,"@0.93
            (Information: Year 2020)",,Not including Lower Ground Floor and Ground Floor,Independent,,,,,,
Profit Ind Bldg,1-15 Kwai Fung Crescent,https://www.midlandici.com.hk/ics/property/building/details/B000007120/Profit-Ind-Bldg?lang=english,Industrial,1981,Spin-Off,16,2,16,,,,"@0.75
            (Information: Year 2020)","G/F: 21ft 10in
1/F: 17ft 3in
2/F: 14ft 3in
3F: 10ft 6in
4/F-16/F: 10ft 6in",Not including Ground Floor,,"Close to MTR Station, Bus and Minibus",漢興企業有限公司,,,,
Reason Group Twr,403-413 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000079462/Reason-Group-Twr?lang=english,Industrial,2014,Spin-Off,21,4,1,,,,"@2.1
            (Information: Year 2021)","Floor 19-25 - 13 ft, 3 in
Floor 12-18 - 13 ft, 3 in
Floor 5-11 - 13 ft, 3 in","Not including Lower Ground 2 Floor, Lower Ground 1 Floor and Ground Floor 
            
               * 4/F, 13/F, 14/F and 24/F Omitted 
            
               * Refuge floor at 3/F",Water Cooling,"Close to MTR Station, Bus and Minibus",仲量行,,,,
Regent Ctr (a),63-67 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000007789/Regent-Ctr--a-?lang=english,Industrial,1995,Spin-Off,24,,,,,,"@1.8
            (Information: Year 2022)","Floor 18-27 - 11 ft, 6 in
Floor 9-17 - 11 ft, 6 in
Floor G - 18 ft, 0 in
Floor 1 - 19 ft, 0 in
Floor 2-8 - 11 ft, 6 in","Not including Lower Ground Floor, Ground Floor, Intermediate Level 1 and Intermediate Level 2 
            
               * 4/F, 14/F and 24/F Omitted",Independent,"Private mini light bus shuttle service to and from Kwai Fong MTR Station, Bus and Public Light Bus",,,,,
Regent Ctr (b),63-67 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000007790/Regent-Ctr--b-?lang=english,Industrial,1995,Spin-Off,23,8,,,,,"@1.8
            (Information: Year 2023)","Floor 19-26 - 11 ft, 6 in
Floor 10-18 - 11 ft, 6 in
Floor LG - 15 ft, 0 in
Floor 2-9 - 11 ft, 6 in","Not including Lower Ground Floor, Ground Floor, Intermediate Level 1 and Intermediate Level 2 
            
               * 4/F, 14/F and 24/F Omitted",Independent,"Private mini light bus shuttle service to and from Kwai Fong MTR Station, bus and public light bus",Jones Lang Lasalle Management Services Ltd,,,,
Riley Hse,88 Lei Muk Road,https://www.midlandici.com.hk/ics/property/building/details/B000007113/Riley-Hse?lang=english,Industrial,1992,Spin-Off,23,8,16,,,,"@1
            (Information: Year 2020)","L/G: 18 ft 8 in.
U/F: 11 ft 0.6 in.
1-6/F: 17 ft 0.8 in.
7-23/F: 11 ft 5 in.",Not including Lower Ground Floor and Upper Ground Floor,Independent,"Close to Kwai Hing MTR Station, Bus, Franchised Bus and Minibus",CER,,,,
Roxy Ind Ctr,58-66 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000007114/Roxy-Ind-Ctr?lang=english,Industrial,1976,Spin-Off,22,6,12,,,,"@1.1
            (Information: Year 2022)",,Not including Ground Floor and Roof,,Close to Kawi Hing MTR Station,仲量聯行,,,,
So Tao Ctr,11-15 Kwai Sau Road,https://www.midlandici.com.hk/ics/property/building/details/B000023440/So-Tao-Ctr?lang=english,Industrial,1988,Spin-Off,21,,,,,,"@1.3
            (Information: Year 2021)","Floor 14-21 - 10 ft, 1 in
Floor 7-13 - 10 ft, 1 in
Floor 1-6 - 10 ft, 1 in
Floor G - 16 ft, 5 in",Not including Ground Floor,,,,,,,
Song Ling Ind Bldg,40-42 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000023446/Song-Ling-Ind-Bldg?lang=english,Industrial,1971,Spin-Off,11,,2,,,,,,Not including Basement and Ground Floor,,,,,,,
South China Ind Bldg,1-7 Chun Pin Street,https://www.midlandici.com.hk/ics/property/building/details/B000023455/South-China-Ind-Bldg?lang=english,Industrial,1992,Spin-Off,26,1,3,,,,"@1.2
            (Information: Year 2020)",,Not including Ground Floor,---,,,,,,
Sun Fung Ctr,88 Kwok Shui Road,https://www.midlandici.com.hk/ics/property/building/details/B000007116/Sun-Fung-Ctr?lang=english,Industrial,1992,Spin-Off,9,6,8,,,,"@0.74
            (Information: Year 2020)","Floor 5-9 - 12 ft, 7 in
Floor 3-4 - 12 ft, 7 in
Floor 2 - 16 ft, 1 in
Floor G - 16 ft, 4 in
Floor 1 - 15 ft, 5 in",Not including Ground Floor,,"Close to MTR station, Kwai Chung Container Terminals, Bus and Bus Lane",民亮發展有限公司,,,,
Sung Kee Ind Bldg,18-30 Kwai Ting Road,https://www.midlandici.com.hk/ics/property/building/details/B000023631/Sung-Kee-Ind-Bldg?lang=english,Industrial,1971,Spin-Off,8,2,,,,,,"Floor 4-8 - 11 ft, 90 in
Floor 3 - 11 ft, 90 in
Floor G - 14 ft, 40 in
Floor 1-2 - 13 ft, 0 in",Not including Ground Floor and Roof,,,,,,,
Sung's Tower,15-19 Lam Tin Street,https://www.midlandici.com.hk/ics/property/building/details/B000020917/Sung-s-Tower?lang=english,Industrial,1969,Spin-Off,9,1,,,,,,,Not including Ground Floor,Independent,,,,,,
Tai Tak Ind Bldg,2-12 Kwai Fat Road,https://www.midlandici.com.hk/ics/property/building/details/B000023780/Tai-Tak-Ind-Bldg?lang=english,Industrial,1972,Spin-Off,11,1,2,,,,,"Ground Floor: 15ft 7/9in
1st Floor to 3rd Floor: 11ft
4th Floor to 11th Floor: 11ft3in",Not including Ground Floor,,,,,,,
Tak Kee Group Bldg,30-38 Lam Tin Street,https://www.midlandici.com.hk/ics/property/building/details/B000020465/Tak-Kee-Group-Bldg?lang=english,Industrial,1970,Unified,2,,1,,,,,,Not including Ground Floor and Cockloft,,,,,,,
The Galaxy,313 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000077104/The-Galaxy?lang=english,Industrial,2014,Spin-Off,27,3,1,,,,"@2.4
            (Information: Year 2023)",,"Not including Ground Floor 
            
              * 4/F, 13/F, 14/F, 24/F Omitted",Split,,仲量聯行,,,,
The Star,18 Yip Shing Street,https://www.midlandici.com.hk/ics/property/building/details/B000080612/The-Star?lang=english,Industrial,2017,Developer,20,3,,,,,"@2.2
            (Information: Year 2023)","Floor 16-21 - 16 ft, 0 in
Floor 7-15 - 16 ft, 0 in
Floor 3-6 - 16 ft, 0 in","Not including Ground Floor 
            
              * 4/F, 13/F and 14/F Omitted",Independent,,星星物業管理有限公司,,,,
Trans Asia Ctr,18 Kin Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000007121/Trans-Asia-Ctr?lang=english,Industrial,1993,Spin-Off,16,1,4,,,,"@0.9
            (Information: Year 2021)","Floor 12-16 - 11 ft, 5 in
Floor 6-11 - 11 ft, 5 in
Floor 1-4 - 11 ft, 5 in
Floor 5 - 11 ft, 5 in",Not including Ground Floor,Independent,,仲量聯行物業管理有限公司,,,,
Tsing Yi Ind Ctr Blk A (ph 1),1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000024182/Tsing-Yi-Ind-Ctr-Blk-A--ph-1-?lang=english,Industrial,1980,Spin-Off,14,,,,,,"@0.68
            (Information: Year 2020)",,Not including Ground Floor,,,,,,,
Tsing Yi Ind Ctr Blk B (ph 1),1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000059745/Tsing-Yi-Ind-Ctr-Blk-B--ph-1-?lang=english,Industrial,1980,Spin-Off,14,,,,,,"@0.68
            (Information: Year 2020)",,Not including Ground Floor,,,,,,,
Tsing Yi Ind Ctr Blk C (ph 2),1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000059746/Tsing-Yi-Ind-Ctr-Blk-C--ph-2-?lang=english,Industrial,1984,Spin-Off,15,,,,,,"@0.58
            (Information: Year 2020)","Floor 11-15 - 10 ft, 11 in
Floor 6-10 - 10 ft, 11 in
Floor 1-5 - 10 ft, 11 in
Floor G - 20 ft, 8 in",Not including Ground Floor,,,,,,,
Tsing Yi Ind Ctr Blk D (ph 2),1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000059747/Tsing-Yi-Ind-Ctr-Blk-D--ph-2-?lang=english,Industrial,1984,Spin-Off,15,1,6,,,,---,"Floor 11-15 - 10 ft, 11 in
Floor 6-10 - 10 ft, 11 in
Floor G - 20 ft, 8 in
Floor 1-5 - 10 ft, 11 in",Not including Ground Floor,,,,,,,
Tsing Yi Ind Ctr Blk E (ph 2),1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000059748/Tsing-Yi-Ind-Ctr-Blk-E--ph-2-?lang=english,Industrial,1984,Spin-Off,15,,,,,,---,"Floor 11-15 - 10 ft, 11 in
Floor 6-10 - 10 ft, 11 in
Floor G - 20 ft, 8 in
Floor 1-5 - 10 ft, 11 in",Not including Ground Floor,,,,,,,
Tung Chun Ind Bldg (a),9-11 Cheung Wing Road,https://www.midlandici.com.hk/ics/property/building/details/B000024263/Tung-Chun-Ind-Bldg--a-?lang=english,Industrial,1980,Spin-Off,23,2,4,,,,"@0.63
            (Information: Year 2021)",,Not including Upper Ground Floor and Ground Floor,,,,,,,
Tung Chun Ind Bldg (b),11-13 Tai Yuen Street,https://www.midlandici.com.hk/ics/property/building/details/B000059548/Tung-Chun-Ind-Bldg--b-?lang=english,Industrial,1980,Spin-Off,23,2,4,,,,"@0.63
            (Information: Year 2020)",,"Not including Upper Ground Floor and Ground Floor  
            
              * Refuge Between 13th and 14th Floors",,,,,,,
Tung Luen Ind Bldg,319-325 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000024293/Tung-Luen-Ind-Bldg?lang=english,Industrial,1976,Spin-Off,24,,,,,,"@2.04
            (Information: Year 2021)",,Not including Ground Floor and Roof,Independent,,,,,,
Tung Tak Centre,25-27 Lam Tin Street,https://www.midlandici.com.hk/ics/property/building/details/B000019965/Tung-Tak-Centre?lang=english,Industrial,1989,Spin-Off,12,1,2,,,,,"Floor 8-12 - 10 ft, 6 in
Floor 4-7 - 10 ft, 6 in
Floor 2-3 - 10 ft, 6 in
Floor 1 - 10 ft, 10 in
Floor G - 14 ft, 9 in",Not including Ground Floor,,,,,,,
Valid Industrial Centre,13 Wing Kei Road,https://www.midlandici.com.hk/ics/property/building/details/B000024398/Valid-Industrial-Centre?lang=english,Industrial,1981,Spin-Off,15,,,,,,,"Floor 11-15 - 12 ft, 30 in
Floor 6-10 - 12 ft, 30 in
Floor G - 18 ft, 0 in
Floor 3-5 - 12 ft, 30 in
Floor 1-2 - 15 ft, 60 in",Not including Ground Floor,,,,,,,
Vanta Ind Ctr,21-33 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000007117/Vanta-Ind-Ctr?lang=english,Industrial,1988,Spin-Off,18,4,14,,,,"@1.8
            (Information: Year 2022)","3.28M-5.39M;
G/F: 16 ft 4 in.
1/F: 17 ft 8 in.
2-4/F: 14 ft 0.5 in.
5-17/F: 10 ft 9 in.",Not including Ground Floor,Independent,"Close to Kwai Hing MTR Station,Bus and Minibus",港基物業管理有限公司,,,,
